title,prog_code,genre,air_date,air_time,Duration
Best Portable Cooktop,SH015669460000,Consumer,20150503,160000,30.0
Prince of Persia: The Sands of Time,MV002527820000,"Adventure,Action,Fantasy",20150601,10000,150.0
Paint My House!,SH014287660000,Consumer,20150531,90000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150601,53500,30.0
Entertainment Tonight,EP000014577422,"Newsmagazine,Entertainment",20150926,70700,30.0
Entertainment Tonight,EP000014577417,"Newsmagazine,Entertainment",20150920,80500,60.0
Rollin' on TV,SH013792240000,"Outdoors,Travel",20150920,83000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150920,160000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150921,100000,30.0
Entertainment Tonight,EP000014577297,"Newsmagazine,Entertainment",20150503,60200,60.0
Entertainment Tonight,EP000014577432,"Newsmagazine,Entertainment",20151008,83000,30.0
Asia Today,SH000284870000,News,20151008,150000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150405,140000,30.0
Entertainment Tonight,EP000014577475,"Newsmagazine,Entertainment",20151127,40500,30.0
Entertainment Tonight,EP000014577475,"Newsmagazine,Entertainment",20151127,73000,30.0
Entertainment Tonight,EP000014577475,"Newsmagazine,Entertainment",20151127,90700,30.0
Entertainment Tonight,EP000014577476,"Newsmagazine,Entertainment",20151127,230000,30.0
Entertainment Tonight,EP000014577442,"Newsmagazine,Entertainment",20151020,110000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151019,90000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151020,70700,30.0
Entertainment Tonight,EP000014577312,"Newsmagazine,Entertainment",20150523,80000,30.0
Hércules,EP002422920132,"Drama,Action,Adventure,Fantasy",20150523,220000,60.0
Sing Bird,SH016297410000,"Special,Music",20150523,120000,60.0
Entertainment Tonight,EP000014577317,"Newsmagazine,Entertainment",20150530,50700,23.0
Entertainment Tonight,EP000014577445,"Newsmagazine,Entertainment",20151023,65200,30.0
Entertainment Tonight,EP000014577445,"Newsmagazine,Entertainment",20151023,93000,30.0
Entertainment Tonight,EP000014577446,"Newsmagazine,Entertainment",20151024,61500,30.0
Halls of Fame,EP000195390413,"Sports non-event,Biography",20151024,20000,30.0
NewsChannel 21 at 6,SH007328640000,News,20151023,13000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151023,63700,30.0
Whitetail Properties,EP013183440086,"Outdoors,Hunting",20151021,43000,30.0
Great Value Jewelry from Gemporia,SH022897580000,Shopping,20151021,130000,60.0
Entertainment Tonight,EP000014577294,"Newsmagazine,Entertainment",20150413,40000,60.0
Jukebox Oldies,SH011814120000,Music,20150413,100000,240.0
Passing Strange The Movie,MV002628030000,Musical,20151005,214000,140.0
Asia Today,SH000284870000,News,20151005,150000,25.0
Halls of Fame,EP000195390425,"Sports non-event,Biography",20150607,123000,30.0
Jukebox Oldies,SH011814120000,Music,20150606,100000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20150606,40000,30.0
Entertainment Tonight,EP000014577404,"Newsmagazine,Entertainment",20150831,63300,60.0
Aggie Sports Overtime,SH014951920000,Sports non-event,20150831,100000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150831,70000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150831,183000,30.0
Noticiero Telemundo 39 at 5pm,SH018252930000,News,20150831,220000,30.0
Entertainment Tonight,EP000014577439,"Newsmagazine,Entertainment",20151016,93000,30.0
Jukebox Oldies,SH011814120000,Music,20151015,220000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20151017,90000,30.0
Entertainment Tonight,EP000014577347,"Newsmagazine,Entertainment",20150607,20000,60.0
Halls of Fame,EP000195390425,"Sports non-event,Biography",20150607,170000,30.0
Destination Polaris,SH011604420000,"Sports non-event,Outdoors",20150607,163000,30.0
Mad Money,EP007323211442,"Bus./financial,News",20151001,100000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20151002,130000,30.0
Entertainment Tonight,EP000014577437,"Newsmagazine,Entertainment",20151014,43700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20151013,83000,30.0
Mad Money,EP007323211462,"Bus./financial,News",20150903,70000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150903,170000,30.0
The Gospel Message,SH006319150000,Religious,20150329,40000,30.0
Entertainment Tonight,EP000014577386,"Newsmagazine,Entertainment",20150818,63700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150817,213000,30.0
Entertainment Tonight,EP000014577406,"Newsmagazine,Entertainment",20150908,80700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150908,160000,30.0
Asia Today,SH000284870000,News,20150730,150000,25.0
Best Portable Cooktop,SH015669460000,Consumer,20150729,63700,30.0
Entertainment Tonight,EP000014577329,"Newsmagazine,Entertainment",20150611,70700,30.0
Mad Money,EP007323211382,"Bus./financial,News",20150611,83500,55.0
Noticiero Telemundo 39 at 5pm,SH018252930000,News,20150611,220000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150405,110000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150405,160000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150405,213000,30.0
Michoacan Gourmet,SH016997600000,Cooking,20150406,80000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150824,143000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150825,133000,30.0
Entertainment Tonight,EP000014577364,"Newsmagazine,Entertainment",20150723,70700,30.0
Rollin' on TV,SH013792240000,"Outdoors,Travel",20150723,113000,30.0
Entertainment Tonight,EP000014577376,"Newsmagazine,Entertainment",20150804,63700,28.0
Entertainment Tonight,EP000014577408,"Newsmagazine,Entertainment",20150910,70000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150910,83500,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150910,210000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150911,90000,30.0
BFFs Share A Shaft 9,SH022550860000,"Adults only,Special",20151020,223000,90.0
Halls of Fame,EP000195390430,"Sports non-event,Biography",20150820,123000,30.0
Asia Today,SH000284870000,News,20150821,40000,30.0
Asia Today,SH000284870000,News,20150821,150000,25.0
Best Portable Cooktop,SH015669460000,Consumer,20150821,103000,30.0
Entertainment Tonight,EP000014577355,"Newsmagazine,Entertainment",20150710,60500,30.0
Kate & Mim-Mim Music Video,SH022235980000,"Special,Musical",20150709,105500,5.0
Best Portable Cooktop,SH015669460000,Consumer,20150721,33000,30.0
Mod Squad,EP000029340115,Crime drama,20150322,210000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150813,193000,30.0
TV Forum,SH008947590000,Art,20151013,102000,40.0
Jukebox Oldies,SH011814120000,Music,20151012,100000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20151012,113000,30.0
Entertainment Tonight,EP000014577345,"Newsmagazine,Entertainment",20150703,90000,30.0
Halls of Fame,EP000195390425,"Sports non-event,Biography",20150703,60000,30.0
Wild About Animals,SH001536400000,"Animals,Educational",20150702,230000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150703,93000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150703,120000,30.0
Sacramento Library,SH016221830000,Educational,20150702,190000,90.0
Sac & Co,SH007733880000,Community,20151007,183000,30.0
Noticiero Telemundo 39 at 5pm,SH018252930000,News,20151006,220000,30.0
Todrick,EP021731640002,Reality,20150909,180000,35.0
Best Portable Cooktop,SH015669460000,Consumer,20150909,83000,30.0
La Guerrera,SH018592360000,"Soap,Drama",20150910,10000,60.0
WAVE Sunrise News at 6am,SH020443520000,News,20150909,100000,60.0
Entertainment Tonight,EP000014577421,"Newsmagazine,Entertainment",20150925,33000,30.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20150925,72500,20.0
Halls of Fame,EP000195390418,"Sports non-event,Biography",20150805,30000,30.0
Entertainment Tonight,EP000014577332,"Newsmagazine,Entertainment",20150616,110000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150615,53500,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150615,150000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150616,173000,30.0
WAVE Sunrise News at 6am,SH020443520000,News,20150616,100000,60.0
Mandie and the Forgotten Christmas,MV003765820000,"Mystery,Adventure",20151225,40000,120.0
Jukebox Oldies,SH011814120000,Music,20151225,150000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20151226,173000,30.0
Entertainment Tonight,EP000014577328,"Newsmagazine,Entertainment",20150610,33500,30.0
Wild About Animals,EP001536400349,"Animals,Educational",20150610,123000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150524,120000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150525,133000,30.0
Prophecy Watchers,SH021304780000,Religious,20150524,93000,30.0
Entertainment Tonight,EP000014577427,"Newsmagazine,Entertainment",20151002,110000,30.0
Entertainment Tonight,EP000014577428,"Newsmagazine,Entertainment",20151003,60700,30.0
Hércules,EP002422920073,"Drama,Action,Adventure,Fantasy",20150806,160000,60.0
Sac & Co,SH007733880000,Community,20150806,183000,30.0
Jukebox Oldies,SH011814120000,Music,20150806,100000,240.0
Entertainment Tonight,EP000014577394,"Newsmagazine,Entertainment",20150828,90000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150827,180000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150828,173000,30.0
Mad Money,EP007323211421,"Bus./financial,News",20150805,90500,55.0
The Time Machine,MV001173170000,"Science fiction,Action,Adventure,Fantasy",20150805,70000,120.0
Halls of Fame,EP000195390432,"Sports non-event,Biography",20150919,53000,30.0
Entertainment Tonight,EP000014577397,"Newsmagazine,Entertainment",20150902,13000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150902,123000,30.0
Entertainment Tonight,EP000014577334,"Newsmagazine,Entertainment",20150618,60700,30.0
Hércules,EP002422920085,"Drama,Action,Adventure,Fantasy",20150618,163000,60.0
Jukebox Oldies,SH011814120000,Music,20150618,180000,240.0
Entertainment Tonight,EP000014577289,"Newsmagazine,Entertainment",20150428,63700,28.0
Hércules,EP002422920142,"Drama,Action,Adventure,Fantasy",20150427,163000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150428,60700,30.0
Big Ten Basketball Replay 2014-15,EP020621220052,"Sports non-event,Basketball",20150625,113000,90.0
WAVE Sunrise News at 6am,SH020443520000,News,20150626,100000,60.0
Todrick,EP021731640001,Reality,20150909,13000,30.0
Diálogos en Confianza,EP002031841492,Talk,20150810,143000,120.0
Best Portable Cooktop,SH015669460000,Consumer,20150810,50500,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150810,120000,30.0
Entertainment Tonight,EP000014577359,"Newsmagazine,Entertainment",20150716,50700,30.0
Entertainment Tonight,EP000014577360,"Newsmagazine,Entertainment",20150717,63700,25.0
Halls of Fame,EP000195390422,"Sports non-event,Biography",20150716,230000,30.0
Mad Money,EP007323211395,"Bus./financial,News",20150630,80000,60.0
Entertainment Tonight,EP000014577342,"Newsmagazine,Entertainment",20150630,23000,30.0
Sac & Co,SH007733880000,Community,20150916,183000,30.0
CFAC Showcase,SH020123240000,null,20150916,150000,120.0
Wild About Animals,EP001536400351,"Animals,Educational",20150901,120000,30.0
Mad Money,EP007323211461,"Bus./financial,News",20150902,80000,60.0
Jukebox Oldies,SH011814120000,Music,20150902,60000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20150902,73000,30.0
WAVE Sunrise News at 6am,SH020443520000,News,20150812,100000,60.0
Entertainment Tonight,EP000014577383,"Newsmagazine,Entertainment",20150813,83000,30.0
Dance Moms,EP014266580235,"Reality,Dance",20150812,20200,60.0
Fox 11 News at Noon,SH016344380000,News,20150812,190000,60.0
La Guerrera,SH018592360000,"Soap,Drama",20150812,40000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150825,60700,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150825,180000,30.0
Entertainment Tonight,EP000014577417,"Newsmagazine,Entertainment",20150921,33500,55.0
Entertainment Tonight,EP000014577418,"Newsmagazine,Entertainment",20150922,13000,30.0
Entertainment Tonight,EP000014577418,"Newsmagazine,Entertainment",20150922,80000,30.0
Jukebox Oldies,SH011814120000,Music,20150921,20000,240.0
Noticiero Telemundo 39 at 5pm,SH018252930000,News,20150921,220000,30.0
Scooby-Doo! Misterios S.A.,SH014096110000,"Children,Adventure,Mystery,Animated",20150928,222500,20.0
Entertainment Tonight,EP000014577292,"Newsmagazine,Entertainment",20150501,71200,30.0
Sac & Co,SH007733880000,Community,20150424,183000,30.0
Best Portable Cooktop,SH015669460000,Consumer,20150424,150000,30.0
Noticiero Telemundo 39 at 5pm,SH018252930000,News,20150423,220000,30.0
Entertainment Tonight,EP000014577367,"Newsmagazine,Entertainment",20150728,63700,28.0
Dance Moms,EP014266580226,"Reality,Dance",20150729,90400,60.0
Clean House Celebration,SH019485810000,"Special,Shopping",20150728,220000,60.0
WAVE Sunrise News at 6am,SH020443520000,News,20150728,100000,60.0
Stag: Summertime Sexpots Uncensored,SH021881000000,"Adults only,Special",20150728,80000,60.0
Entertainment Tonight,EP000014577362,"Newsmagazine,Entertainment",20150721,60500,30.0
Mad Money,EP007323211410,"Bus./financial,News",20150721,70000,60.0
Best Portable Cooktop,SH015669460000,Consumer,20150721,213000,30.0
Entertainment Tonight,EP000014577276,"Newsmagazine,Entertainment",20150409,70000,30.0
Jukebox Oldies,SH011814120000,Music,20150912,140000,240.0
Best Portable Cooktop,SH015669460000,Consumer,20150912,123000,30.0
Entertainment Tonight,EP000014577426,"Newsmagazine,Entertainment",20151001,30500,30.0
Halls of Fame,EP000195390432,"Sports non-event,Biography",20150930,220000,30.0
Cool Runnings,MV000374010000,Comedy-drama,20151001,115500,100.0
Futuro Beach,MV006038660000,Drama,20151221,60000,120.0
Turning Point,SH015861730000,Religious,20151220,143000,30.0
America's Court With Judge Ross,EP013098930822,"Reality,Law",20151228,13000,30.0
America's Court With Judge Ross,EP013098930824,"Reality,Law",20151226,193000,30.0
Traditional Country,SH003098860000,Music,20151226,10000,120.0
Traditional Country,SH003098860000,Music,20151226,90000,120.0
Traditional Country,SH003098860000,Music,20151227,90000,120.0
Hannah Help Me!,SH011511850000,Reality,20151226,110000,30.0
K-9 Cops,EP010861690010,"Animals,Crime",20151108,140000,60.0
For Your Home,EP001841440354,"House/garden,Arts/crafts",20151123,50000,30.0
Evergreen Radio Live,SH022968990000,Community,20151122,230000,60.0
Ever After: A Cinderella Story,MV000614910000,Romance,20151115,50000,150.0
St. Olaf Choir: The First Hundred Years,SH014938320000,"Special,Music",20151115,33000,30.0
Turning Point,EP012053340027,Religious,20151031,200000,30.0
America's Court With Judge Ross,EP013098930853,"Reality,Law",20151031,63000,30.0
Traditional Country,SH003098860000,Music,20151101,40000,300.0
Fins & Skins Classic Adventures,SH003506120000,"Sports non-event,Outdoors,Fishing,Golf",20151031,193000,30.0
Está Cañón con Yordi Rosado,SH009106750000,Talk,20151031,220000,60.0
Códigos de Guerra,MV003379100000,"Spanish,War,Historical drama",20151207,34500,140.0
Traditional Country,SH003098860000,Music,20151207,30000,120.0
Turning Point,SH015861730000,Religious,20151207,40000,60.0
Traditional Country,SH003098860000,Music,20151106,230000,120.0
America's Court With Judge Ross,EP013098930848,"Reality,Law",20151102,10000,30.0
Traditional Country,SH003098860000,Music,20151101,20000,120.0
The Guides: Life as an Outfitter,EP022157820011,"Sports non-event,Outdoors",20151205,103000,30.0
America's Court With Judge Ross,EP013098930876,"Reality,Law",20151128,200000,30.0
Rude Tube,EP016346570030,"Comedy,Anthology",20151129,110000,30.0
America's Court With Judge Ross,EP013098930869,"Reality,Law",20151119,180000,30.0
Off Air,SH003222230000,null,20151120,30000,480.0
Autopsy: The Last Hours Of ...,EP019368580003,"Documentary,Medical",20150801,230000,60.0
Traditional Country,SH003098860000,Music,20150802,0,120.0
America's Court With Judge Ross,EP013098930877,"Reality,Law",20151129,200000,30.0
Batman Begins,MV001580660000,"Action,Fantasy,Adventure",20151129,30000,180.0
Weather Nation,SH014947440000,Weather,20151130,40000,360.0
America's Court With Judge Ross,EP013098931009,"Reality,Law",20151217,213000,30.0
Weather Nation,SH014947440000,Weather,20151218,140000,360.0
America's Court With Judge Ross,EP013098930861,"Reality,Law",20151109,153000,30.0
America's Court With Judge Ross,EP013098930861,"Reality,Law",20151109,213000,30.0
Traditional Country,SH003098860000,Music,20151110,90000,120.0
America's Court With Judge Ross,EP013098930858,"Reality,Law",20151112,73000,30.0
America's Court With Judge Ross,EP013098930903,"Reality,Law",20151105,200000,30.0
Lost Christmas,MV003816810000,Drama,20151105,124500,105.0
For Your Home,EP001841440343,"House/garden,Arts/crafts",20150614,53000,30.0
For Your Home,EP001841440372,"House/garden,Arts/crafts",20150719,30000,30.0
KEYE TV Morning News,SH015701200000,News,20151030,100000,120.0
I Love Paraisópolis,SH021802630000,Soap,20151030,55800,53.0
Futuro Beach,MV006038660000,Drama,20151221,0,120.0
Hannah Help Me!,SH011511850000,Reality,20150620,100000,30.0
Weather Nation,SH014947440000,Weather,20151011,230000,240.0
America's Court With Judge Ross,EP013098930821,"Reality,Law",20151010,143000,30.0
The Big House,EP002476200028,"Documentary,History",20150725,170000,60.0
Art Wolfe's Travels to the Edge,EP009169180005,Travel,20150719,20000,30.0
Fox 29 News at 6PM,SH000013600000,News,20150719,220000,60.0
Puerto Rican Panorama,SH000286590000,Public affairs,20150720,113000,30.0
Traditional Country,SH003098860000,Music,20150726,20000,120.0
